,Category,Rating,Reviews,Type,Price,Content Rating,Android Ver,Update Days,Influence,Installs
2292,MEDICAL,4.2,33.0,1,3.99,Everyone,4,271.0,4.931592086755803,1000.0
2293,MEDICAL,4.5,492.0,1,7.99,Everyone,4,296.0,7.7025561132685825,10000.0
2295,MEDICAL,2.6,41.0,1,9.99,Everyone,2,1369.0,4.669083511731745,1000.0
2296,MEDICAL,4.6,625.0,1,3.99,Everyone,2,756.0,7.963807953231451,10000.0
2297,MEDICAL,4.8,12.0,1,19.99,Everyone,4,608.0,4.053522567701846,1000.0
2298,MEDICAL,4.2,64.0,1,29.99,Everyone,2,1139.0,5.5939676086489944,1000.0
2299,MEDICAL,4.7,11.0,1,15.99,Everyone,4,385.0,3.9454577815143836,500.0
2300,MEDICAL,3.0,4.0,1,0.99,Everyone,2,635.0,2.4849066497880004,500.0
2301,MEDICAL,3.5,214.0,1,33.99,Everyone,4,489.0,6.618738983517219,1000.0
2302,MEDICAL,4.6,66.0,1,0.99,Everyone,3,1889.0,5.715711045521474,5000.0
2303,MEDICAL,4.8,59158.0,0,0.0,Everyone,4,192.0,12.556583027541025,1000000.0
2304,MEDICAL,4.2,19473.0,0,0.0,Everyone,V,194.0,11.3118686949909,1000000.0
2305,MEDICAL,4.6,73118.0,0,0.0,Everyone,4,269.0,12.725886156951407,1000000.0
2306,MEDICAL,4.4,27524.0,0,0.0,Everyone,V,188.0,11.704418171246585,1000000.0
2307,MEDICAL,4.8,102858.0,0,0.0,Everyone,4,184.0,13.109720593149381,1000000.0
2308,MEDICAL,4.0,2094.0,0,0.0,Everyone,4,192.0,9.033125752550372,500000.0
2309,MEDICAL,3.7,236.0,0,0.0,Everyone,5,193.0,6.7721646246757885,50000.0
2310,MEDICAL,4.2,33033.0,0,0.0,Everyone,4,194.0,11.840346866071023,5000000.0
2311,MEDICAL,4.8,78825.0,0,0.0,Everyone,4,185.0,12.843601402327106,1000000.0
2312,MEDICAL,4.7,18674.0,0,0.0,Everyone,4,191.0,11.382449969759884,1000000.0
2313,MEDICAL,3.5,250.0,0,0.0,Everyone,4,209.0,6.774223886357614,100000.0
2314,MEDICAL,3.9,6266.0,0,0.0,Everyone,5,257.0,10.103870024647737,500000.0
2315,MEDICAL,4.2,22.0,0,0.0,Everyone,V,249.0,4.526126978647638,10000.0
2317,MEDICAL,2.7,2657.0,0,0.0,Everyone,4,191.0,8.878204718770096,500000.0
2318,MEDICAL,4.2,4476.0,0,0.0,Everyone,4,187.0,9.841569594721138,500000.0
2319,MEDICAL,4.7,156410.0,0,0.0,Everyone,4,184.0,13.5077985523843,5000000.0
2321,MEDICAL,4.5,6099.0,0,0.0,Everyone,4,187.0,10.21995749907273,500000.0
2322,MEDICAL,4.7,23160.0,0,0.0,Everyone,5,191.0,11.597744440402945,1000000.0
2323,MEDICAL,4.7,8348.0,0,0.0,Everyone,4,296.0,10.577339776913105,500000.0
2324,MEDICAL,4.5,7837.0,0,0.0,Everyone,4,187.0,10.47068878382914,100000.0
2325,MEDICAL,4.7,6185.0,0,0.0,Everyone,4,184.0,10.277444793542601,100000.0
2326,MEDICAL,4.0,3803.0,0,0.0,Everyone,4,327.0,9.62983986904815,100000.0
2327,MEDICAL,3.4,1838.0,0,0.0,Everyone,4,216.0,8.740208734537749,100000.0
2328,MEDICAL,3.5,3707.0,0,0.0,Everyone,4,190.0,9.4707411716461,500000.0
2329,MEDICAL,3.0,315.0,0,0.0,Everyone,4,481.0,6.851184927493743,100000.0
2330,MEDICAL,4.7,87418.0,0,0.0,Everyone,4,202.0,12.92601899881167,1000000.0
2331,MEDICAL,4.6,21189.0,0,0.0,Everyone,5,181.0,11.487293761572081,1000000.0
2332,MEDICAL,4.2,1746.0,0,0.0,Everyone,4,193.0,8.90016726168887,50000.0
2333,MEDICAL,4.8,69126.0,0,0.0,Everyone,4,247.0,12.712302123179954,1000000.0
2334,MEDICAL,4.5,453.0,0,0.0,Everyone,4,576.0,7.619969522259308,100000.0
2335,MEDICAL,4.2,10710.0,0,0.0,Everyone,5,215.0,10.714017688731117,100000.0
2336,MEDICAL,3.8,700.0,0,0.0,Everyone,4,227.0,7.886081401775745,100000.0
2337,MEDICAL,3.0,914.0,0,0.0,Everyone,5,201.0,7.91644286012226,100000.0
2338,MEDICAL,4.4,15875.0,0,0.0,Everyone,4,257.0,11.154105364685108,1000000.0
2339,MEDICAL,4.5,503.0,0,0.0,Everyone,5,238.0,7.724667566876013,50000.0
2340,MEDICAL,4.0,488.0,0,0.0,Everyone,4,186.0,7.5766097669730375,100000.0
